,Gender,Height,Weight,Unit
397,Male,157.0,149.149684837724,sm
398,Male,171.0,192.4707695606,sm
399,Male,172.0,179.750807982436,sm
400,male,178.0,202.863293032098,sm
401,Male,166.0,163.357331518913,sm
402,male,183.0,217.027714643657,sm
403,,,183.16123245569,sm
404,Male,,166.583610507509,sm
405,Male,185.0,205.250889151117,sm
406,,180.0,189.703088823966,sm
407,,181.0,218.58633639737,sm
408,Male,180.0,203.139433025567,sm
409,male,242.0,139.905070315411,sm
410,Male,,196.293805874861,sm
411,,218.0,179.937011167166,sm
412,Male,,164.145922397398,sm
413,Male,167.0,168.174864370716,sm
414,Male,237.0,189.742541903603,sm
415,Male,177.0,195.17039149894,sm
416,Male,169.0,190.467958779164,sm
417,Male,177.0,204.426598301005,sm
418,male,174.0,196.151622823601,sm
419,Male,182.0,209.670773879197,sm
420,Male,177.0,190.933400489868,sm
421,male,180.0,197.944832362141,sm
422,Male,,186.78033784958,sm
423,Male,179.0,188.663832117765,sm
424,Male,,176.376642766115,sm
425,Male,226.0,209.329483369428,sm
426,male,224.0,136.167865724177,sm
427,Male,175.0,190.935182500985,sm
428,Male,210.0,191.445654280964,sm
429,Male,172.0,184.938229910773,sm
430,male,193.0,232.313470969478,sm
431,Male,183.0,201.778853950381,sm
432,male,175.0,188.328807061518,sm
433,Male,166.0,174.655697250193,sm
434,male,167.0,183.943338755166,sm
435,Male,179.0,187.5174420175,sm
436,Male,186.0,213.847452872237,sm
437,,,175.219518795655,sm
438,male,174.0,169.544805445436,sm
439,male,,144.591922421247,sm
440,Male,171.0,175.679190176701,sm
441,male,180.0,197.198401561075,sm
442,Male,187.0,222.925916699257,sm
443,Male,168.0,165.404545337709,sm
444,male,,170.417231213329,sm
445,Male,206.0,216.633999687682,sm
446,Male,,173.707504236685,sm
447,Male,220.0,217.896039742328,sm
448,,162.0,161.013145838894,sm
449,Male,176.0,193.756325798869,sm
450,Male,177.0,177.119160725399,sm
451,male,179.0,204.827449737938,sm
452,Male,213.0,176.731892478922,sm
453,Male,,192.761885655036,sm
454,Male,168.0,166.96102047344,sm
455,Male,176.0,186.737995548307,sm
456,Male,237.0,188.506178710684,sm
457,Male,187.0,208.361491812853,sm
458,male,168.0,161.495814307993,sm
459,Male,187.0,214.966459199799,sm
460,male,,205.133435498665,sm
461,Male,169.0,183.197306840047,sm
462,Male,,208.895044285857,sm
463,Male,220.0,207.925576545187,sm
464,male,183.0,210.663827812062,sm
465,male,180.0,204.272837745409,sm
466,male,,195.198730107264,sm
467,Male,174.0,190.686022530134,sm
468,Male,181.0,199.635326578537,sm
469,Male,,166.821547345859,sm
470,male,209.0,178.797508975099,sm
471,male,175.0,185.772157505947,sm
472,Male,,193.754990936111,sm
473,male,249.0,228.800516094148,sm
474,male,,192.349701712414,sm
475,Male,,175.983491137569,sm
476,Male,174.0,176.141239163871,sm
477,Male,,177.482524908403,sm
478,Male,,201.760776882651,sm
479,Male,231.0,176.843079926229,sm
480,male,177.0,185.524260351598,sm
481,male,177.0,188.041029020603,sm
482,Male,,189.384438292527,sm
483,male,166.0,166.096744020516,sm
484,Male,,170.250178653613,sm
485,male,227.0,212.80425895999,sm
486,Male,224.0,196.14550620845,sm
487,Male,178.0,202.279069679297,sm
488,Male,,201.332006891009,sm
489,male,,158.454094446398,sm
490,male,175.0,174.489486264089,sm
491,Male,174.0,183.783382685316,sm
492,Male,176.0,188.103506112668,sm
493,Male,176.0,176.193429823813,sm
494,male,177.0,194.200711875856,sm
495,Male,185.0,194.199508871416,sm
496,male,158.0,145.898842373806,sm
497,Male,207.0,191.833709173715,sm
498,Male,,209.853553640725,sm
499,male,,201.261464391648,sm
500,Male,,208.781853387475,sm
501,Male,171.0,182.673405387725,sm
502,Male,173.0,166.435068826956,sm
503,Male,180.0,193.393542614483,sm
504,Male,166.0,178.448179734226,sm
505,Male,178.0,205.941790671464,sm
506,Male,182.0,199.209842441218,sm
507,male,,192.029566571562,sm
508,Male,,175.260864429376,sm
509,Male,168.0,170.006445104546,sm
510,Male,,205.347596206115,sm
511,Male,187.0,196.043295071718,sm
512,male,,208.145256645714,sm
513,,224.0,202.890757825725,sm
514,Male,,188.595023951021,sm
515,male,161.0,162.429727448715,sm
516,male,219.0,182.852399097347,sm
517,Male,167.0,157.317461364304,sm
518,Male,210.0,178.675992067492,sm
519,Male,177.0,187.217485931716,sm
520,Male,245.0,171.620966570458,sm
521,Male,,200.534178304201,sm
522,Male,175.0,193.927360410157,sm
523,male,163.0,155.489728964615,sm
524,Male,222.0,192.527904959489,sm
525,Male,202.0,159.862467400555,sm
526,Male,177.0,176.25927439784,sm
527,Male,175.0,171.708926273601,sm
528,Male,171.0,181.709618932242,sm
529,male,168.0,171.386659244003,sm
530,,,179.132024597883,sm
531,Male,176.0,187.469371391246,sm
532,Male,232.0,182.004522302487,sm
533,male,185.0,214.474035549004,sm
534,Male,,208.526426975474,sm
535,Male,180.0,190.221992860972,sm
536,Male,189.0,217.14379049327,sm
537,Male,,156.073898515176,sm
538,Male,181.0,206.385191144764,sm
539,,229.0,178.152781433495,sm
540,Male,189.0,228.838395801115,sm
541,Male,162.0,174.473362892894,sm
542,Male,175.0,164.21490258191,sm
543,Male,229.0,212.157275700066,sm
544,Male,174.0,206.014939808132,sm
545,Male,165.0,167.433532984504,sm
546,Male,176.0,195.218639696094,sm
547,Male,,209.175489088048,sm
548,male,171.0,182.301285584692,sm
549,Male,176.0,190.18514691198,sm
550,male,162.0,160.344903874399,sm
551,male,,129.301023766729,sm
552,,,195.626319057537,sm
553,male,172.0,186.751416941505,sm
554,Male,,227.500645068307,sm
555,male,242.0,197.187532031265,sm
556,male,183.0,209.5562827193,sm
557,Male,209.0,209.75927206677,sm
558,Male,225.0,220.436786379453,sm
559,,,169.207936994027,sm
560,male,,185.845616779891,sm
561,Male,182.0,192.691493116905,sm
562,male,221.0,177.026087781898,sm
563,Male,180.0,199.947383058908,sm
564,Male,166.0,168.710290250236,sm
565,male,157.0,123.528143020198,sm
566,Male,159.0,160.242238208749,sm
567,Male,172.0,197.082611042199,sm
568,Male,,161.970937553318,sm
569,male,184.0,201.655055938162,sm
570,,179.0,194.786198325054,sm
571,,,162.565406733935,sm
572,Male,,175.810967713132,sm
573,,,209.379310185811,sm
574,Male,186.0,204.4603316173,sm
575,Male,175.0,210.869084178877,sm
576,Male,,169.326284191826,sm
577,Male,188.0,223.326104950414,sm
578,Male,176.0,192.946891078924,sm
579,male,207.0,172.904801447625,sm
580,male,180.0,191.572153555511,sm
581,Male,161.0,157.119544459453,sm
582,Male,177.0,182.795494321816,sm
583,,166.0,151.886942249695,sm
584,Male,178.0,193.341082818018,sm
585,Male,,185.427970139056,sm
586,Male,,195.38231076051,sm
587,male,179.0,174.196887301378,sm
588,Male,167.0,164.649813939991,sm
589,male,171.0,163.845001328561,sm
590,,240.0,174.719958105635,sm
591,Male,187.0,212.900555995405,sm
592,male,,172.794260611103,sm
593,Male,166.0,171.980331261146,sm
594,male,181.0,195.923416498401,sm
595,Male,231.0,174.81534851306,sm
596,,167.0,174.566855841687,sm
597,male,157.0,140.277749662033,sm
598,Male,188.0,215.559703251912,sm
599,Male,184.0,215.858233901414,sm
600,Male,179.0,184.243860348496,sm
601,Male,170.0,168.202167127644,sm
602,male,220.0,151.384618198034,sm
603,male,,185.970160851636,sm
604,male,178.0,203.241731802719,sm
605,Male,190.0,223.945670277953,sm
606,,164.0,148.472185853494,sm
607,male,,207.194647294605,sm
608,Male,182.0,205.193061760797,sm
609,male,185.0,209.422484275198,sm
610,Male,236.0,199.166928678883,sm
611,male,169.0,165.064609545545,sm
612,Male,169.0,180.760534823182,sm
613,Male,176.0,202.298760151666,sm
614,Male,173.0,195.261990296064,sm
615,male,179.0,184.232661744937,sm
616,male,221.0,188.453759671202,sm
617,Male,,157.205025302195,sm
618,Male,,196.5523243152,sm
619,Male,187.0,208.366179328565,sm
620,Male,167.0,158.184985696975,sm
621,male,174.0,184.598427955692,sm
622,Male,179.0,197.90752114977,sm
623,male,,202.867236668923,sm
624,Male,,199.080778987396,sm
625,male,167.0,156.223958465888,sm
626,Male,221.0,168.299537977425,sm
627,male,179.0,201.510688097382,sm
628,male,167.0,174.584879939493,sm
629,male,177.0,196.930792028562,sm
630,Male,174.0,197.756770319413,sm
631,Male,,165.64328330518,sm
632,Male,191.0,232.886117051993,sm
633,male,186.0,192.732404676961,sm
634,Male,177.0,192.181668737126,sm
635,Male,232.0,157.129277198286,sm
636,male,,163.495202566767,sm
637,Male,186.0,205.157577990748,sm
638,Male,169.0,171.428591885687,sm
639,male,188.0,208.964583561346,sm
640,,180.0,209.759114032409,sm
641,male,182.0,206.260457759816,sm
642,male,167.0,177.211696598095,sm
643,Male,,211.716253810906,sm
644,Male,205.0,149.514839170261,sm
645,Male,190.0,220.336366886695,sm
646,Male,182.0,192.427913613357,sm
647,Male,,163.386512746963,sm
648,Male,180.0,199.778372639881,sm
649,Male,191.0,218.583687985,sm
650,Male,,223.206451566012,sm
651,Male,,217.951882605948,sm
652,Male,171.0,171.207778898624,sm
653,Male,,147.537956155257,sm
654,,,170.03718625117,sm
655,Male,166.0,160.836074452623,sm
656,,174.0,185.127735469558,sm
657,Male,175.0,177.083388175076,sm
658,Male,,188.884096818794,sm
659,Male,,159.244886180877,sm
660,male,232.0,188.079276046176,sm
661,Male,167.0,150.960619570537,sm
662,Male,229.0,172.325881178479,sm
663,Male,,166.363818692456,sm
664,Male,,186.339824370789,sm
665,male,168.0,187.658379142995,sm
666,Male,165.0,163.880198525282,sm
667,Male,174.0,196.949506368912,sm
668,male,,189.707398780834,sm
669,Male,169.0,188.974847308905,sm
670,Male,176.0,177.343917682018,sm
671,Male,239.0,184.130431971036,sm
672,Male,187.0,221.240095762718,sm
673,Male,194.0,217.882346394923,sm
674,Male,181.0,199.182762952512,sm
675,Male,164.0,164.500366620687,sm
676,male,169.0,163.269889315846,sm
677,Male,176.0,187.624820339102,sm
678,male,225.0,150.346658456669,sm
679,Male,,202.707102372802,sm
680,male,174.0,181.724836528158,sm
681,Male,182.0,206.590856693051,sm
682,Male,223.0,203.985415487617,sm
683,Male,187.0,231.608670942233,sm
684,male,234.0,195.189930156404,sm
685,Male,184.0,200.290004474109,sm
686,Male,241.0,195.353057497215,sm
687,male,179.0,188.098837300362,sm
688,Male,175.0,194.659769774523,sm
689,male,,197.412091355179,sm
690,Male,,156.416342192304,sm
691,Male,182.0,207.768534974947,sm
692,Male,244.0,171.921149933427,sm
693,Male,181.0,216.923291191821,sm
694,Male,178.0,190.585376753341,sm
695,male,180.0,206.119839185486,sm
696,Male,174.0,201.108892294769,sm
697,Male,181.0,206.594058750348,sm
698,Male,166.0,158.987186084825,sm
699,male,180.0,208.223566139917,sm
700,male,211.0,187.812061866277,sm
701,Male,209.0,168.349456798515,sm
702,male,179.0,196.835051662201,sm
703,male,179.0,205.521885795243,sm
704,male,171.0,164.574391291788,sm
705,Male,,167.191527196189,sm
706,Male,205.0,168.997323920848,sm
707,Male,177.0,184.219818154564,sm
708,male,159.0,168.15332621989,sm
709,Male,176.0,184.119415287208,sm
710,male,170.0,172.175466312667,sm
711,male,,218.604697288874,sm
712,,,189.658273775163,sm
713,Male,181.0,196.759936203758,sm
714,Male,177.0,181.723193180931,sm
715,Male,234.0,175.389151760833,sm
716,Male,203.0,208.710438585204,sm
717,Male,229.0,162.674975183263,sm
718,male,179.0,191.31881083447,sm
719,Male,171.0,192.672675824117,sm
720,male,,213.337773308762,sm
721,Male,,187.402530930982,sm
722,Male,181.0,203.448273004639,sm
723,,180.0,189.985478828833,sm
724,Male,181.0,197.307058582909,sm
725,Male,,193.359946993498,sm
726,male,189.0,226.701022932309,sm
727,male,232.0,185.188138040552,sm
728,,210.0,171.329108454027,sm
729,Male,171.0,175.124366331655,sm
730,Male,180.0,196.221113490145,sm
731,male,170.0,194.752353698099,sm
732,male,,184.468450401731,sm
733,male,174.0,179.556789891852,sm
734,male,,192.605638565238,sm
735,Male,179.0,197.341247176261,sm
736,male,170.0,164.175700818982,sm
737,male,166.0,167.327702757749,sm
738,,178.0,185.86658428864,sm
739,Male,174.0,193.981747611358,sm
740,Male,,205.863934518421,sm
741,Male,204.0,235.437966081368,sm
742,Male,207.0,176.966727879219,sm
743,male,177.0,199.02642762377,sm
744,Male,177.0,200.704051660034,sm
745,Male,182.0,213.978596580713,sm
746,Male,180.0,201.663337321292,sm
747,male,166.0,144.13202685088,sm
748,Male,180.0,202.603188030477,sm
749,Male,173.0,183.958089153383,sm
750,Male,,199.568441028307,sm
751,male,205.0,176.045407011543,sm
752,Male,182.0,194.932568526505,sm
753,Male,178.0,203.518326493008,sm
754,Male,209.0,166.684648751465,sm
755,Male,179.0,207.508542611603,sm
756,Male,,152.852974718754,sm
757,Male,169.0,146.230804742359,sm
758,male,226.0,156.761337138797,sm
759,male,,209.964943185152,sm
760,male,176.0,183.902110439132,sm
761,Male,178.0,200.796854476097,sm
762,male,167.0,164.21563918356,sm
763,male,164.0,154.641041608773,sm
764,male,174.0,189.44924046642,sm
765,Male,177.0,176.594888560523,sm
766,Male,209.0,173.272217789955,sm
767,male,173.0,185.253109882045,sm
768,male,177.0,203.811090942794,sm
769,Male,205.0,182.051690329734,sm
770,male,229.0,201.703778019228,sm
771,male,169.0,177.842655342218,sm
772,Male,,202.628196093564,sm
773,Male,,186.225430725101,sm
774,male,230.0,185.454007229585,sm
775,Male,166.0,175.84448504479,sm
776,male,,209.587800507552,sm
777,Male,213.0,179.370856017665,sm
778,male,,165.368276469302,sm
779,Male,184.0,198.262970327058,sm
780,male,172.0,184.931804199742,sm
781,male,179.0,200.247996191067,sm
